rank_position,image_index,hard_label,hard_label_name,true_entropy,pred_entropy,entropy_abs_error,kl,true_top_class,true_top_class_name,pred_top_class,pred_top_class_name
54,2416,6,frog,-0.0,0.21820566058158875,0.21820566058158875,0.026590922847390175,6,frog,6,frog
55,2779,3,cat,0.4821791648864746,1.9313901662826538,1.4492110013961792,1.2630046606063843,3,cat,5,dog
56,252,9,truck,-0.0,0.02104577235877514,0.02104577235877514,0.001856985967606306,9,truck,9,truck
57,912,0,airplane,0.1414405107498169,0.8072684407234192,0.6658279299736023,0.12126320600509644,0,airplane,0,airplane
58,1172,2,bird,-0.0,0.7307291030883789,0.7307291030883789,3.477205514907837,2,bird,7,horse
59,2580,6,frog,0.3825426697731018,1.3461405038833618,0.96359783411026,0.16361284255981445,6,frog,6,frog
60,9911,4,deer,0.32275694608688354,0.4304076135158539,0.10765066742897034,0.09435965865850449,4,deer,4,deer
61,9358,2,bird,0.1370995044708252,0.000633736199233681,0.13646577298641205,0.12742005288600922,2,bird,2,bird
62,9244,7,horse,0.1370995044708252,0.00788389053195715,0.12921561300754547,0.09371067583560944,7,horse,7,horse
63,1506,5,dog,1.2155755758285522,1.7084249258041382,0.49284934997558594,0.6969485282897949,5,dog,7,horse
64,8784,4,deer,0.42254263162612915,0.3664023280143738,0.05614030361175537,0.07431048899888992,4,deer,4,deer
65,2087,0,airplane,0.6414844393730164,1.4758477210998535,0.8343632817268372,0.24176931381225586,0,airplane,0,airplane
66,3769,9,truck,0.1414405107498169,0.0755624994635582,0.0658780112862587,0.10631025582551956,9,truck,9,truck
67,8805,9,truck,0.13923299312591553,0.03477443754673004,0.10445855557918549,0.020743532106280327,9,truck,9,truck
68,5783,1,automobile,0.5699613690376282,0.27738678455352783,0.29257458448410034,0.23204058408737183,1,automobile,1,automobile
69,6443,6,frog,0.32275694608688354,0.9624424576759338,0.6396855115890503,3.1982312202453613,6,frog,2,bird
70,6783,3,cat,1.507265567779541,1.6060903072357178,0.09882473945617676,0.436259001493454,3,cat,3,cat
71,9568,8,ship,0.2822921872138977,0.11371592432260513,0.16857627034187317,0.08420120924711227,8,ship,8,ship
72,6490,8,ship,0.13923299312591553,1.0025298595428467,0.8632968664169312,0.26373517513275146,8,ship,8,ship
73,9484,0,airplane,-0.0,0.15309111773967743,0.15309111773967743,0.016802454367280006,0,airplane,0,airplane
74,2081,3,cat,0.6493608355522156,1.4408490657806396,0.7914882302284241,0.317167729139328,3,cat,3,cat
75,7627,3,cat,0.5971559882164001,0.2912304699420929,0.30592551827430725,0.21447181701660156,3,cat,3,cat
76,9106,6,frog,1.0470342636108398,1.5414667129516602,0.4944324493408203,0.18100351095199585,6,frog,6,frog
77,2763,4,deer,0.876609742641449,0.6137122511863708,0.2628974914550781,0.20896875858306885,4,deer,4,deer
78,1468,3,cat,0.1414405107498169,0.016033492982387543,0.12540701031684875,0.13539768755435944,3,cat,3,cat
79,6727,6,frog,0.3825426697731018,0.1356203407049179,0.2469223290681839,0.1708797663450241,6,frog,6,frog
80,5045,7,horse,0.1370995044708252,0.010067219845950603,0.12703227996826172,0.11081943660974503,7,horse,7,horse
81,6417,1,automobile,-0.0,0.4900493621826172,0.4900493621826172,0.11174366623163223,1,automobile,1,automobile
82,4239,4,deer,-0.0,0.1946951448917389,0.1946951448917389,0.02176634781062603,4,deer,4,deer
83,5801,9,truck,-0.0,0.017230553552508354,0.017230553552508354,0.0015506637282669544,9,truck,9,truck
84,3536,0,airplane,0.273654967546463,0.34506791830062866,0.07141295075416565,0.05966474115848541,0,airplane,0,airplane
85,4901,0,airplane,0.2351934015750885,1.0042648315429688,0.7690714597702026,0.11444996297359467,0,airplane,0,airplane
86,3197,6,frog,-0.0,0.009960674680769444,0.009960674680769444,0.0007165487040765584,6,frog,6,frog
87,4081,0,airplane,-0.0,0.02690899930894375,0.02690899930894375,0.0023021402303129435,0,airplane,0,airplane
88,6165,5,dog,-0.0,0.5521997809410095,0.5521997809410095,0.07887432724237442,5,dog,5,dog
89,3655,9,truck,0.7427319288253784,0.2872411608695984,0.45549076795578003,0.21800783276557922,9,truck,9,truck
90,3378,4,deer,0.3767743706703186,1.0120818614959717,0.6353074908256531,0.23150379955768585,4,deer,4,deer
91,9811,1,automobile,-0.0,0.18091106414794922,0.18091106414794922,0.025732364505529404,1,automobile,1,automobile
92,60,7,horse,-0.0,0.01420914102345705,0.01420914102345705,0.0011376820039004087,7,horse,7,horse
93,2230,3,cat,-0.0,0.0022744666785001755,0.0022744666785001755,0.00015400654228869826,3,cat,3,cat
94,8576,2,bird,-0.0,1.0429813861846924,1.0429813861846924,4.226398944854736,2,bird,0,airplane
95,2552,9,truck,0.1370995044708252,0.48344606161117554,0.34634655714035034,0.037507593631744385,9,truck,9,truck
96,4735,8,ship,-0.0,0.41434094309806824,0.41434094309806824,0.06570878624916077,8,ship,8,ship
97,4716,9,truck,-0.0,0.1037520319223404,0.1037520319223404,0.010874415747821331,9,truck,9,truck
98,4085,8,ship,0.1350361853837967,0.4794712960720062,0.34443509578704834,0.04950477555394173,8,ship,8,ship
99,2060,5,dog,0.13923299312591553,0.09334547817707062,0.04588751494884491,0.0026368889957666397,5,dog,5,dog
100,3020,1,automobile,-0.0,0.13232307136058807,0.13232307136058807,0.017940860241651535,1,automobile,1,automobile
101,5273,7,horse,0.1414405107498169,1.0123486518859863,0.8709081411361694,0.2468656450510025,7,horse,7,horse
102,6884,0,airplane,0.13923299312591553,0.5249679684638977,0.3857349753379822,0.04407993704080582,0,airplane,0,airplane
103,246,1,automobile,-0.0,0.07995224744081497,0.07995224744081497,0.008862092159688473,1,automobile,1,automobile
104,2313,6,frog,0.9108202457427979,0.22078560292720795,0.6900346279144287,0.6416897773742676,6,frog,6,frog
105,1029,6,frog,-0.0,0.02690233662724495,0.02690233662724495,0.002186171943321824,6,frog,6,frog
106,180,0,airplane,0.46274906396865845,0.1552041620016098,0.30754488706588745,0.22043438255786896,0,airplane,0,airplane
107,184,3,cat,0.4602574110031128,0.3333580195903778,0.12689939141273499,0.1125703752040863,3,cat,3,cat
108,2643,3,cat,0.4602574408054352,0.11289234459400177,0.3473650813102722,0.20606084167957306,3,cat,3,cat
109,3568,0,airplane,0.3767743706703186,0.016393009573221207,0.3603813648223877,0.2260037213563919,0,airplane,0,airplane
110,2513,2,bird,0.1414405107498169,0.0006879739230498672,0.14075253903865814,0.1993175595998764,2,bird,2,bird
111,6292,6,frog,-0.0,0.5006150603294373,0.5006150603294373,0.07118652760982513,6,frog,6,frog
112,3864,3,cat,0.6211884021759033,0.10009270906448364,0.5210956931114197,0.2644842267036438,3,cat,3,cat
113,2009,1,automobile,-0.0,0.15270563960075378,0.15270563960075378,0.01856931857764721,1,automobile,1,automobile
114,6911,6,frog,0.24229221045970917,0.017552288249135017,0.2247399240732193,0.26586881279945374,6,frog,6,frog
115,8678,1,automobile,0.13303963840007782,0.05387189984321594,0.07916773855686188,0.10265234112739563,1,automobile,1,automobile
116,228,7,horse,-0.0,1.0721325874328613,1.0721325874328613,2.339634895324707,7,horse,3,cat
117,8612,4,deer,0.39759695529937744,0.006161238066852093,0.3914357125759125,0.32062828540802,4,deer,4,deer
118,851,9,truck,0.1370995044708252,0.054451651871204376,0.08264785259962082,0.1842791587114334,9,truck,9,truck
119,6990,3,cat,0.1370995044708252,0.07977031916379929,0.05732918530702591,0.003914203494787216,3,cat,3,cat
120,49,6,frog,-0.0,0.09308994561433792,0.09308994561433792,0.009061404503881931,6,frog,6,frog
121,141,5,dog,-0.0,0.4049891233444214,0.4049891233444214,0.061725229024887085,5,dog,5,dog
122,6980,0,airplane,0.3767743706703186,1.323962688446045,0.9471883177757263,0.3086116313934326,0,airplane,0,airplane
123,3055,9,truck,0.1370995044708252,0.13064318895339966,0.006456315517425537,0.12459486722946167,9,truck,9,truck
124,8030,2,bird,-0.0,0.13202302157878876,0.13202302157878876,0.01488096360117197,2,bird,2,bird
125,6505,4,deer,1.324575662612915,0.15571162104606628,1.1688640117645264,0.6773272752761841,4,deer,4,deer
126,9540,5,dog,0.1350361853837967,0.0066092349588871,0.1284269541501999,0.14770667254924774,5,dog,5,dog
127,9108,2,bird,-0.0,0.002025105757638812,0.002025105757638812,0.00012647306721191853,2,bird,2,bird
128,3881,7,horse,0.13923299312591553,0.013766448013484478,0.12546654045581818,0.09520260989665985,7,horse,7,horse
129,9817,9,truck,0.1370995044708252,1.0075709819793701,0.8704714775085449,0.4786834716796875,9,truck,9,truck
130,1313,1,automobile,0.1414405107498169,0.006769525818526745,0.13467098772525787,0.06079377233982086,1,automobile,1,automobile
131,8664,5,dog,-0.0,0.100908063352108,0.100908063352108,0.01121550053358078,5,dog,5,dog
132,3594,3,cat,0.1370995044708252,1.2706547975540161,1.133555293083191,1.1909531354904175,3,cat,5,dog
133,4280,8,ship,-0.0,0.036588914692401886,0.036588914692401886,0.0033561827149242163,8,ship,8,ship
134,9161,6,frog,0.42254263162612915,0.30101072788238525,0.1215319037437439,0.02915252558887005,6,frog,6,frog
135,4197,4,deer,-0.0,0.21863530576229095,0.21863530576229095,0.02629673108458519,4,deer,4,deer
136,2739,2,bird,0.1414405107498169,0.0003086217329837382,0.14113189280033112,0.16279779374599457,2,bird,2,bird
137,254,4,deer,1.246004581451416,1.0346556901931763,0.21134889125823975,0.21708178520202637,4,deer,4,deer
138,3345,7,horse,-0.0,0.003359783673658967,0.003359783673658967,0.00023827097902540118,7,horse,7,horse
139,4071,3,cat,0.7662490606307983,1.9277421236038208,1.1614930629730225,2.1602368354797363,3,cat,2,bird
140,3037,8,ship,0.1414405107498169,0.04399461671710014,0.09744589030742645,0.0631314367055893,8,ship,8,ship
141,878,3,cat,0.2822921872138977,0.7285125851631165,0.44622039794921875,0.1332959532737732,3,cat,3,cat
142,3735,5,dog,0.6060906648635864,1.351543664932251,0.7454530000686646,0.13173367083072662,5,dog,5,dog
143,602,0,airplane,-0.0,0.24520693719387054,0.24520693719387054,0.03722009062767029,0,airplane,0,airplane
144,3699,9,truck,-0.0,0.017758624628186226,0.017758624628186226,0.0014690093230456114,9,truck,9,truck
145,5255,0,airplane,0.1370995044708252,0.001134567311964929,0.13596493005752563,0.12752971053123474,0,airplane,0,airplane
146,5499,6,frog,0.1414405107498169,0.2761642038822174,0.1347236931324005,0.14101150631904602,6,frog,6,frog
147,8872,8,ship,1.6083906888961792,0.15360629558563232,1.4547843933105469,2.035825490951538,0,airplane,8,ship
148,4953,0,airplane,0.2822921872138977,0.002536608139052987,0.2797555923461914,0.1942133903503418,0,airplane,0,airplane
149,5077,0,airplane,-0.0,0.8507587909698486,0.8507587909698486,0.2444615215063095,0,airplane,0,airplane
150,1678,2,bird,0.26954886317253113,0.005042167846113443,0.2645066976547241,0.2239748239517212,2,bird,2,bird
151,9374,7,horse,-0.0,0.0017335753655061126,0.0017335753655061126,0.00010787858627736568,7,horse,7,horse
152,9090,2,bird,0.1414405107498169,0.08096615970134735,0.06047435104846954,0.048875194042921066,2,bird,2,bird
153,8961,0,airplane,-0.0,0.020345591008663177,0.020345591008663177,0.0017323975916951895,0,airplane,0,airplane
154,8520,8,ship,0.1350361853837967,0.1452924758195877,0.010256290435791016,0.04480057209730148,8,ship,8,ship
155,4699,5,dog,0.6942238211631775,0.10442941635847092,0.589794397354126,0.22194358706474304,5,dog,5,dog
156,2688,5,dog,0.5770042538642883,1.6674323081970215,1.090428113937378,0.8009476065635681,5,dog,3,cat
157,3098,4,deer,-0.0,0.025153113529086113,0.025153113529086113,0.002179510658606887,4,deer,4,deer
158,3078,8,ship,0.1414405107498169,0.042649995535612106,0.09879051148891449,0.16934634745121002,8,ship,8,ship
159,3767,6,frog,-0.0,0.1209830492734909,0.1209830492734909,0.012907292693853378,6,frog,6,frog
160,9091,7,horse,-0.0,0.033531032502651215,0.033531032502651215,0.0027954804245382547,7,horse,7,horse
161,1933,3,cat,1.3742543458938599,1.0376732349395752,0.33658111095428467,0.15103822946548462,3,cat,3,cat
162,6999,8,ship,0.12565802037715912,0.0764889121055603,0.049169108271598816,0.013440923765301704,8,ship,8,ship
163,7843,0,airplane,0.36579200625419617,1.2142043113708496,0.848412275314331,0.146750345826149,0,airplane,0,airplane
164,7046,9,truck,0.2822921872138977,0.23221531510353088,0.05007687211036682,0.06511718779802322,9,truck,9,truck
165,5073,8,ship,0.1414405107498169,0.037831008434295654,0.10360950231552124,0.03948533535003662,8,ship,8,ship
166,9859,6,frog,0.13923299312591553,0.02834012545645237,0.1108928695321083,0.06411779671907425,6,frog,6,frog
167,5393,4,deer,0.1414405107498169,0.24780254065990448,0.10636202991008759,0.048515766859054565,4,deer,4,deer
168,909,8,ship,0.1370995044708252,0.016605444252490997,0.1204940602183342,0.14228200912475586,8,ship,8,ship
169,953,1,automobile,0.5801263451576233,1.5499674081802368,0.9698410630226135,0.3355954885482788,1,automobile,1,automobile
170,8094,1,automobile,-0.0,0.06973470002412796,0.06973470002412796,0.007346401456743479,1,automobile,1,automobile
171,5482,5,dog,-0.0,0.991436779499054,0.991436779499054,0.2189193069934845,5,dog,5,dog
172,1195,6,frog,0.1414405107498169,0.20488229393959045,0.06344178318977356,0.13893988728523254,6,frog,6,frog
173,5289,4,deer,0.23181301355361938,1.0368579626083374,0.805044949054718,0.1611557900905609,4,deer,4,deer
174,3553,1,automobile,0.13923299312591553,0.053717393428087234,0.08551560342311859,0.07153629511594772,1,automobile,1,automobile
175,7187,7,horse,0.1350361853837967,3.5286670026835054e-05,0.13500089943408966,0.16948768496513367,7,horse,7,horse
176,9312,9,truck,0.13923299312591553,0.017297090962529182,0.1219359040260315,0.1052483394742012,9,truck,9,truck
177,6440,3,cat,0.13923299312591553,1.5604398250579834,1.4212068319320679,0.6076405048370361,3,cat,3,cat
178,7448,9,truck,-0.0,0.019752059131860733,0.019752059131860733,0.0018770948518067598,9,truck,9,truck
179,9189,4,deer,0.391243577003479,0.09188992530107498,0.2993536591529846,0.1125570610165596,4,deer,4,deer
180,6962,7,horse,0.37119388580322266,1.3013044595718384,0.9301105737686157,0.33299684524536133,7,horse,7,horse
181,8537,0,airplane,0.27790018916130066,0.03778744861483574,0.24011273682117462,0.1732540875673294,0,airplane,0,airplane
182,2119,6,frog,-0.0,0.08447887748479843,0.08447887748479843,0.007882323116064072,6,frog,6,frog
183,5898,8,ship,0.1370995044708252,0.089813731610775,0.0472857728600502,0.021198177710175514,8,ship,8,ship
184,2869,4,deer,0.7482412457466125,0.33401113748550415,0.4142301082611084,0.2003016471862793,4,deer,4,deer
185,7324,1,automobile,0.5842388272285461,1.1581835746765137,0.5739447474479675,0.11225149780511856,1,automobile,1,automobile
186,164,8,ship,0.7221707105636597,1.1875642538070679,0.4653935432434082,0.7179844379425049,8,ship,0,airplane
187,6126,3,cat,0.1414405107498169,0.04830228537321091,0.09313822537660599,0.01822616532444954,3,cat,3,cat
188,6723,5,dog,0.13923299312591553,0.17053952813148499,0.03130653500556946,0.09879850596189499,5,dog,5,dog
189,9464,4,deer,1.1316980123519897,0.6697495579719543,0.4619484543800354,0.1972305178642273,4,deer,4,deer
190,2523,4,deer,0.37119388580322266,0.3079800009727478,0.06321388483047485,0.08776013553142548,4,deer,4,deer
191,1588,5,dog,0.273654967546463,0.005672921426594257,0.26798203587532043,0.31446370482444763,5,dog,5,dog
192,3238,6,frog,1.1940851211547852,0.16780789196491241,1.0262771844863892,0.605880618095398,6,frog,6,frog
193,5170,9,truck,0.27790018916130066,0.006190111860632896,0.271710067987442,0.19284582138061523,9,truck,9,truck
194,932,3,cat,0.1350361853837967,0.1219993606209755,0.013036824762821198,0.03110443241894245,3,cat,3,cat
195,9428,7,horse,-0.0,1.1250312328338623,1.1250312328338623,0.25402554869651794,7,horse,7,horse
196,6840,9,truck,-0.0,0.03814148157835007,0.03814148157835007,0.004045517649501562,9,truck,9,truck
197,4412,7,horse,-0.0,0.15567976236343384,0.15567976236343384,0.02076178416609764,7,horse,7,horse
198,6200,3,cat,0.1370995044708252,0.0961383581161499,0.04096114635467529,0.10902456939220428,3,cat,3,cat
199,6023,5,dog,0.2822921872138977,0.8495867848396301,0.5672945976257324,0.32565760612487793,5,dog,5,dog
200,6142,5,dog,1.293874740600586,1.2213573455810547,0.07251739501953125,0.08014222234487534,5,dog,5,dog
201,4754,3,cat,1.5441243648529053,2.348092794418335,0.8039684295654297,1.6322429180145264,3,cat,6,frog
202,8577,3,cat,-0.0,0.06129274144768715,0.06129274144768715,5.664222240447998,3,cat,6,frog
203,1688,6,frog,-0.0,0.0011820681393146515,0.0011820681393146515,6.901979213580489e-05,6,frog,6,frog
204,830,1,automobile,0.1370995044708252,0.10004150867462158,0.03705799579620361,0.11415961384773254,1,automobile,1,automobile
205,7204,4,deer,-0.0,0.05125615373253822,0.05125615373253822,0.005090490914881229,4,deer,4,deer
206,6611,8,ship,-0.0,0.041412316262722015,0.041412316262722015,0.0038639665581285954,8,ship,8,ship
207,4047,4,deer,0.1350361853837967,0.5165625214576721,0.3815263509750366,0.05098636448383331,4,deer,4,deer
208,1462,4,deer,0.9768372178077698,1.2698774337768555,0.2930402159690857,0.16261564195156097,4,deer,4,deer
209,3787,3,cat,0.13923299312591553,2.213144540786743,2.073911666870117,1.1585363149642944,3,cat,4,deer
210,4442,3,cat,0.42254263162612915,2.1628241539001465,1.740281581878662,1.0604673624038696,3,cat,0,airplane
211,4238,5,dog,0.4536495804786682,0.786692202091217,0.33304262161254883,0.15113770961761475,5,dog,5,dog
212,6146,0,airplane,0.4536495804786682,1.3868813514709473,0.933231770992279,0.31347814202308655,0,airplane,0,airplane
213,4454,6,frog,-0.0,0.005324625410139561,0.005324625410139561,0.00036113892565481365,6,frog,6,frog
214,7099,3,cat,0.9056521058082581,0.05449181795120239,0.8511602878570557,4.501805782318115,3,cat,5,dog
215,7019,2,bird,-0.0,1.3426947593688965,1.3426947593688965,0.5072932243347168,2,bird,2,bird
216,9882,1,automobile,0.13923299312591553,0.02103930525481701,0.11819368600845337,0.033751651644706726,1,automobile,1,automobile
217,7734,1,automobile,0.273654967546463,0.3193572163581848,0.0457022488117218,0.08660618960857391,1,automobile,1,automobile
218,8220,6,frog,-0.0,0.3127736449241638,0.3127736449241638,0.038128286600112915,6,frog,6,frog
219,5937,1,automobile,0.1370995044708252,0.09017717093229294,0.04692233353853226,0.023472703993320465,1,automobile,1,automobile
220,399,3,cat,-0.0,0.0030126357451081276,0.0030126357451081276,0.00019000156316906214,3,cat,3,cat
221,4996,3,cat,0.5801263451576233,0.9132095575332642,0.33308321237564087,1.0057891607284546,3,cat,5,dog
222,726,1,automobile,-0.0,0.1892610341310501,0.1892610341310501,0.028583677485585213,1,automobile,1,automobile
223,7745,7,horse,0.1414405107498169,0.06128422170877457,0.08015628904104233,0.03989808261394501,7,horse,7,horse
224,2790,8,ship,-0.0,0.022627081722021103,0.022627081722021103,0.0017018133075907826,8,ship,8,ship
225,8096,3,cat,0.1370995044708252,0.0036119192373007536,0.13348758220672607,0.08351615071296692,3,cat,3,cat
226,3125,3,cat,-0.0,0.08381173759698868,0.08381173759698868,0.007777763996273279,3,cat,3,cat
227,3335,0,airplane,0.6423282623291016,1.6985371112823486,1.056208848953247,1.437902569770813,0,airplane,9,truck
228,9268,7,horse,0.13923299312591553,0.12690724432468414,0.012325748801231384,0.0019369842484593391,7,horse,7,horse
229,1602,7,horse,0.1350361853837967,0.0016505613457411528,0.13338562846183777,0.16491182148456573,7,horse,7,horse
230,6997,8,ship,0.1370995044708252,2.3805971145629883,2.243497610092163,2.254953145980835,8,ship,7,horse
231,7822,2,bird,0.13923299312591553,1.5011622905731201,1.3619292974472046,0.4034379720687866,2,bird,2,bird
232,3024,0,airplane,0.13923299312591553,0.03313382342457771,0.10609917342662811,0.08847371488809586,0,airplane,0,airplane
233,3713,2,bird,0.7906630039215088,1.1158838272094727,0.32522082328796387,0.24591195583343506,2,bird,2,bird
234,8563,0,airplane,0.2822921872138977,0.7539377808570862,0.4716455936431885,0.12568621337413788,0,airplane,0,airplane
235,5697,1,automobile,-0.0,0.01671649143099785,0.01671649143099785,0.001384372590109706,1,automobile,1,automobile
236,8146,8,ship,-0.0,0.12780939042568207,0.12780939042568207,0.014942621812224388,8,ship,8,ship
237,8601,3,cat,-0.0,0.05895562842488289,0.05895562842488289,0.006398666184395552,3,cat,3,cat
238,1458,1,automobile,-0.0,0.00816270336508751,0.00816270336508751,0.0005902693374082446,1,automobile,1,automobile
239,8085,2,bird,0.1370995044708252,0.17972935736179352,0.04262985289096832,0.07453346997499466,2,bird,2,bird
240,2288,5,dog,0.1414405107498169,0.4859865605831146,0.34454604983329773,0.06678423285484314,5,dog,5,dog
241,6860,0,airplane,0.3966277837753296,0.9900689125061035,0.5934411287307739,0.8924729824066162,0,airplane,2,bird
242,9665,3,cat,0.1350361853837967,0.9517681002616882,0.8167319297790527,0.41689974069595337,3,cat,3,cat
243,4633,1,automobile,-0.0,0.004858930129557848,0.004858930129557848,0.0003379012632649392,1,automobile,1,automobile
244,2028,7,horse,0.5221791863441467,0.04641668498516083,0.4757624864578247,0.2479364275932312,7,horse,7,horse
245,5431,1,automobile,-0.0,0.06320840120315552,0.06320840120315552,0.005721501540392637,1,automobile,1,automobile
246,8818,3,cat,-0.0,0.7620829939842224,0.7620829939842224,0.23318710923194885,3,cat,3,cat
247,6530,3,cat,0.1370995044708252,0.5244899392127991,0.3873904347419739,0.04672428220510483,3,cat,3,cat
248,4240,7,horse,0.13923299312591553,0.011497864499688148,0.12773512303829193,0.11865109950304031,7,horse,7,horse
249,8255,9,truck,-0.0,0.01873779296875,0.01873779296875,0.0015478068962693214,9,truck,9,truck
250,3279,8,ship,0.13923299312591553,0.1015794426202774,0.03765355050563812,0.0055866604670882225,8,ship,8,ship
